key,source,target
Content/4140976744,技能需要配偶的增益才可发动,
Content/995595588,Abs,
Content/794499806,Absobent Substrate,
Content/279945106,"使用时可以吸收正面伤害。充能后可以将炮弹和子弹反弹回去, 但会消耗能量元素。",
Content/1408793473,无尽深渊,
Content/2449958749,"生存者, 接受不可避免的事实吧!",
Content/1960104105,"前往
地下城",
Content/133308064,"前往
泰克洞穴
 (困难) ",
Content/2648793510,"前往
泰克洞穴
 (中等) ",
Content/1984971146,"前往
泰克洞穴
 (简单) ",
Content/1034282288,"Access Other's Inventory",
Content/327040312,使用并前往泰克洞穴。,
Content/3400330272,在权限重置之前访问内核以解锁系统,
Content/1220368953,查看:,
Content/1757860402,"据图所悉 陵墓方位将至 野兽怪物 凡挡吾路者 皆为我所杀 前路畅顺 然感幽影在下 日渐趋近

又有一兽群 虽无前时袭吾之山巨妖魔 宵小恶魔为位也 虽不比山巨妖魔之大 甚于寻常野兽也 其力不容小视

甚幸 吾之驯兽群迅速也 甚于妖魔群 先其一步抵陵墓 倘海莲娜之愈不费时 妖魔群无不可避也",
Content/1497577659,玛瑙螺分泌物的化学性质和水泥相似。,
Content/2513560464,Aciton,
Content/3266677398,获取管理员权限,
Content/3169830501,动作 - 飞行,
Content/772895100,动作 攻击,
Content/3331756769,激活,
Content/1090596795,Activate For Time,
Content/2941351762,激活悬浮艇修复模式,
Content/1827076022,激活所有地板以继续,
Content/2687896544,激活前方的数据塔以重置管理员权限,
Content/2334822865,Activated At Value {OldValue},
Content/3598866474,正在激活修复模式 (,
Content/2491107764,Active Mission,
Content/1544738781,ActiveAbility {0} Velocity {1} Speed {2} Forward Dash Ending {3} IsForwardDashTickActive {4} IsBored {5},
Content/1150709604,"墙壁的地基。因无需紧贴地面, 所以可以依地势建造。",
Content/625583470,作为一次性使用的复活点。只有你能使用,
Content/1808455702,添加物品到栏中,
Content/961354595,添加物品到方舟中,
Content/2531528084,放入便签来制作配方 ,
Content/3248517560,成瘾 {0},
Content/243709618,成瘾: {0}%,
Content/1959735062,为任务添加玩家。,
Content/4261902852,"PVP模式下玩家角色被击杀后, 复活会有额外时间。",
Content/4172127445,"增加当前建筑结构的完整性, 也可以在坡地上作为建筑物的地基。",
Content/3508549833,增加当前建筑结构的完整性。,
Content/278566811,管理员,
Content/2169510652,管理员工具枪,
Content/1914848869,管理员工具枪,
Content/2358733006,管理员密码,
Content/380926902,"管理员工具, 可以快速移动, 以及其他功能",
Content/1992987219,黏土,
Content/1191128760,Adobe Shack,
Content/2678867152,"黏土加工而成的窗门, 可以安放在窗框上。",
Content/1024697651,"黏土加工而成的楼梯, 可以切换成斜坡。",
Content/3886538697,添加了制导系统的高级火箭弹,
Content/1964624985,影响洞穴中建筑物受到的伤害量。,
Content/3173116622,影响其他玩家角色和主机玩家角色之间的距离。,
Content/4043315052,"影响某玩家或部落的最长不活跃时间, 到时间后其恐龙可被他人认领。",
Content/3583472002,"影响某玩家或部落的最长不活跃时间, 到时间后其建筑物可被他人摧毁。",
Content/3381383670,影响生物的等级和战利品的品质。,
Content/4249053623,痛苦之地 (非常困难),
Content/1036549571,痛苦的林间空地,
Content/653431918,爆炸头,
Content/1874477984,"昨天晚上我在查阅过关于我自己的资料并被吓到之后, 我花了几个小时在数据库中进行随机的搜索, 试图以此来掩盖我的浏览痕迹。

我撞见了永吉的部门搞出来的第一个严重的问题: 在模拟和归档的过程中, 他们不知怎么地把两个完全不同的历史人物混合到一起了。

占据主导的人格是一名来自上加利福尼亚的淘金者, 他同时被给予了一名来自罗马公国亚历山大港的神秘学家的记忆。

要想把他们两个分开来并重新编码需要占用资源, 所以我将这整个乱摊子标记为需要修复, 如果我们还有休息时间用来处理这个问题的话。

把两组基因混合到一起只会让我们得到一个根本不曾真实存在过的生命体, 但是现在这个问题更像是我们把两个随机的灵魂缝合到一块去了。

希望我的警告标记能够防止这个可怜虫被实体化。

我不认为AI的故障会严重到让一个异变的印痕复苏。

但是这个问题绝对会让我感到困扰的——真希望我能够抹去关于它的所有记忆。",
Content/3113784553,"在爬过无数管道、铰接过许多缆线之后, 我总算是能够混入监控系统中看一眼上面的情况。

这种经历和观看档案库的记录不同, 但是它绝对有教育意义。

一方面, 我确认了在上面仍有部分船员存活——当我看到佩里在一个终端枢纽站处忙活的时候我叫了出来, 随后才意识到她并不能听到我的声音。

在距离核心更近一点的枢纽站处, 很显然我们分离生态环的工程的进展被拖慢了。

看样子船员们不得不放弃他们的工作岗位, 虽然我希望这不是永久性的——那种事情已经远远超出了我的能力范围, 而只有当我们和那个占领了姐妹生态环的鬼东西之间保持了足够的距离, 这里的生态圈才不会被污染。",
Content/3129431233,"经过几天的旅行, 我们终于抵达了浴火凤凰一族的基地, 我被带到了首领的面前, 而我昔日的同伴们则被赶进了奴隶圈。

我曾听说过关于盛极一时的鞑靼帝国的传说, 却从没想到自己有一天会踏上他们的土地。显然, 帖木儿跟传说中的可汗简直像是一个模子里刻出来的。他既傲慢又随意, 坐在一尊兽皮和骨头制成的王座上不耐烦地盘问我。

当然啦, 我的智慧和绅士风度给他留下了很深的印象。虽然他没有直说, 然而从我没有被送去牢房, 而是来到了一间狭小的单人房间这件事上来看, 不言而喻。",
Content/1833262570,"翻看完我在美盈营地所写的笔记后, 我得出的结论是岛上的动物不仅习惯人类的存在, 也惯于被圈养。即使考虑到它们被提高的发育速度, 它们的行为也表明了至少数十年间内有存在定期的驯养行为。否则, 它们才不会轻易服从随心所欲的人类。

考虑到这一点, 我关于这个岛幕后有人操纵的理论看来还是有一定道理的。事实上, 很有可能不止动物种群受到控制, 连它们本身也是通过基因改造的。不过在我将这些情况告知罗克韦尔之前, 还需要确认一个传言。",
Content/2233594520,"在骑着阿基米德周游全岛多日, 并且与貌似占岛上人口绝大多数的愚蠢又野蛮的讨厌鬼们说了更多的废话之后, 我终于找到了我需要的洞穴探险家们了!

西北部有一个叫作钢铁兄弟会的部落, 他们已经找到了三个神器, 而这三个神器很显然和我自己的神器如出一辙。

为了交换我的神器, 兄弟会同意继续搜寻时一有任何发现立刻向我报告。这是何等的运气! 现在我又可以精力充沛地回到我的炼金术研究上去, 而他们会替我去往岛上的洞穴中匍匐前行。太棒了!",
Content/761697015,"经过一番深思熟虑, 我决定接受涅尔瓦先生的提议。诚然, 新军并不被很多其他部落喜欢, 但查理曼大帝深受他的敌人们爱戴吗? 如果我的研究能够继续下去, 我必须选择并站在创造历史的那一方。

作为我们协议的一部分, 我必须与涅尔瓦先生一同旅行一段时间, 直到新军处理完一些外交上的小问题以后再继续研究方尖碑。因此, 我已经将罗克韦尔庄园交给伊莎贝尔打理。我相信她会好好照顾它。

好啦, 向新冒险前进! 不断进取!",
Content/688099411,"在我和HLN-A简短地聊过了之后, 我似乎再也无法在创世模拟系统中找到她的踪迹了。

就好像自从我们见过面以后, 她学会了如何隐藏自己。

当然没人会相信我。

有那么一段时间, 我甚至不确定我能否相信我自己。

然后在创世模拟系统里就开始出现故障了。

虽然修补模拟系统的代码看起来只是个低优先级的问题, 但是这绝对不同寻常。

但是在任何人能够开始着手处理这个问题之前, 我们开始在现实世界的系统中发现大量涌现出来的故障。

事态如此糟糕, 我们不得不撤离并封锁前侧生态环!

我希望我的机组同事们能够回过头来把我与神人制造的AI有过近距离接触这件事重视起来, 如果他们还有可以用于进一步调查的时间或者资源的话。

但是现在所有人都陷入了全面的灾难模式中。",
Content/2871818096,"在研究过侦察兵的报告后, 我的结论是能够抗衡新军前行的部落所剩无几。然而, 岛上冰雪覆盖的苔原是个麻烦。此处的第一大部落, 嚎狼可是公认的骁勇善战。更重要的是, 在那种天气下打持久战几乎是不可能的。

是的, 目前我应该避开冰冷的北方。取而代之的我将不断吞并小部落, 巩固新军现有的势力范围, 以及和罗克韦尔一起调查那些方尖碑。也许它们的力量可以解决我的北方难题。

盖尤斯·马塞勒斯·涅尔瓦

自律致胜",
Content/852400475,"经过对棱镜这么长时间的研究, 我只确定了一件事——如果我把它插入我的植入体中, 有些东西将永远会改变。也许是我自己, 但也许不是。谁知道我能不能挺过去? 无论如何, 我认为这就是它想从我这里得到的东西, 而且非常急切。

至于我? 我仍然想知道答案, 但我不断地看到罗克韦尔变异的外貌, 耳边回响着美盈的话语。这就是他最后的感受吗? 

我不会犯下他的错误。我不会辜负美盈、莱雅、圣地亚哥以及所有帮助我来到这里的人。我只有确信棱镜不会伤害我关心的人时, 我才会使用它, 哪怕这意味着我永远没法解开方舟的终极秘密。没错, 就是这样。",
Content/2039672569,"在夺取了绘鲨在陆地上的最后一个据点之后, 这场战争成了一场消耗战。在我的舰队成形之前, 空中部队会不断地骚扰他们的主基地, 而他们的物资会不断地萎缩。当我们打响最后的战役时, 他们将斗志全无并且弹尽粮绝。

在此期间, 我一直在调查这岛的海战潜力。有些海洋生物的背上可以携带小型弓弩平台, 让它们成为一种奇特的军舰。我很想看看它们是否有用武之地。但愿绘鲨在全盘崩溃之前还能一搏。

盖尤斯·马塞勒斯·涅尔瓦

自律致胜",
Content/3139562477,"在经历了昨晚尤玛的那件怪事之后, 我就很清楚自己到头来从没能真正地了解她。

我们人类在清醒的时候所做的所有有意识的动作, 对于神人来说都是不需要意识参与的: 彼此倾听、扯皮、制定计划...

我怀疑他们做这些事情的时候根本不需要思考, 除非他们刻意为之, 就好像我们在呼吸的时候也不需要思考。

我或许永远也搞不清楚她的——或者他们任何一个人的——所思所感。

但是我感觉哪怕只是尝试一下都是在浪费我的时间。

把我拉回来丢在这里就是他们的主意!

是否只有当我成功地惹恼了他们的时候, 他们才会注意到我? 

也许我现在去中央处理部门, 然后删光他们宝贝的档案库的话, 他们就会把注意力全部放我身上了。

如果我现在真就去了那里, 在那整个该死的东西上丢一颗EMP炸弹的话, 那也是他们活该。",
Content/1272697576,"在放置了第一个地基之后, 您可以把其他建筑类道具附着在它的上面。聚沙成塔, 一点一点建造成一个超级要塞。",
Content/3665633909,"敌群之袭 一而再再而三 其数似无尽 然其数实非若此也 吾当战不退

御敌之难愈甚 吾兽尽数力尽而倒 吾喘息之机 唯兽群进攻之隔也 吾疲劳目怠肌酸 已日志为保清醒之道 

此巨妖魔赫立不倒 任其小兽灭吾驯兽群 徒留吾一人为囊中之物 待吾虚弱之至时 取吾命 然其不可候也 盖洞之将 为时不多也 战局将定",
Content/2671546044,年龄:,
Content/2855270364,阿格斯堡,
Content/551680279,侵略,
Content/1561120774,具有攻击性的鱼群,
